name,type,start_time,duration,"mosi","miso"
"SPI","result",0.0156091,0.0000076,0x56,0x00
"SPI","result",0.0156181,0.0000076,0xFD,0x00
"SPI","result",0.0156271,0.0000076,0xCB,0x00
"SPI","result",0.0156361,0.0000076,0x1E,0x00
"SPI","result",0.0156451,0.0000076,0x23,0x00
"SPI","result",0.0156541,0.0000076,0x92,0x00
"SPI","result",0.015663,0.0000077,0xAC,0x00
"SPI","result",0.015672,0.0000077,0x39,0x00
"SPI","result",0.015681,0.0000077,0x18,0x00
"SPI","result",0.01569,0.0000077,0x6A,0x00
"SPI","result",0.015699,0.0000077,0x6A,0x00
"SPI","result",0.015708,0.0000077,0xDD,0x00
"SPI","result",0.015717,0.0000077,0xCD,0x00
"SPI","result",0.015726,0.0000077,0xCB,0x00
"SPI","result",0.015735,0.0000077,0x91,0x00
"SPI","result",0.015744,0.0000077,0xB2,0x00
"SPI","result",0.015753,0.0000077,0x04,0x00
"SPI","result",0.015762,0.0000077,0xB7,0x00
"SPI","result",0.015771,0.0000077,0x6C,0x00
"SPI","result",0.01578,0.0000077,0x6F,0x00
"SPI","result",0.015789,0.0000077,0x64,0x00
"SPI","result",0.015798,0.0000077,0x98,0x00
"SPI","result",0.015807,0.0000077,0xEF,0x00
"SPI","result",0.015816,0.0000077,0xAA,0x00
"SPI","result",0.015825,0.0000077,0xC6,0x00
"SPI","result",0.015834,0.0000077,0x29,0x00
"SPI","result",0.015843,0.0000077,0x7F,0x00
"SPI","result",0.015852,0.0000077,0xA1,0x00
"SPI","result",0.015861,0.0000077,0x17,0x00
"SPI","result",0.01587,0.0000077,0xA6,0x00
"SPI","result",0.015879,0.0000077,0x51,0x00
"SPI","result",0.015888,0.0000077,0xD2,0x00
"SPI","result",0.015897,0.0000077,0x8C,0x00
"SPI","result",0.015906,0.0000077,0x92,0x00
"SPI","result",0.015915,0.0000077,0xFA,0x00
"SPI","result",0.015924,0.0000077,0xB7,0x00
"SPI","result",0.015933,0.0000077,0xE8,0x00
"SPI","result",0.015942,0.0000077,0x72,0x00
"SPI","result",0.015951,0.0000077,0x91,0x00
"SPI","result",0.01596,0.0000077,0xBF,0x00
"SPI","result",0.015969,0.0000076,0xEB,0x00
"SPI","result",0.015978,0.0000076,0xEC,0x00
"SPI","result",0.015987,0.0000076,0x3C,0x00
"SPI","result",0.015996,0.0000076,0xAC,0x00
"SPI","result",0.016005,0.0000076,0x14,0x00
"SPI","result",0.016014,0.0000076,0x01,0x00
"SPI","result",0.016023,0.0000076,0xE7,0x00
"SPI","result",0.0160563,0.0000076,0x3F,0x00
"SPI","result",0.0160653,0.0000076,0xD4,0x00
"SPI","result",0.0160743,0.0000076,0x00,0x00
"SPI","result",0.0160833,0.0000076,0x24,0x00
"SPI","result",0.0160998,0.0000076,0x00,0x00
"SPI","result",0.0161095,0.0000076,0x00,0x00
"SPI","result",0.0161193,0.0000076,0x00,0x00
"SPI","result",0.016129,0.0000076,0x00,0x00
"SPI","result",0.0161387,0.0000076,0x00,0x00
"SPI","result",0.0161484,0.0000076,0x00,0x00
"SPI","result",0.0161581,0.0000076,0x00,0x00
"SPI","result",0.0161678,0.0000076,0x00,0x00
"SPI","result",0.0161777,0.0000076,0x00,0x00
"SPI","result",0.0161874,0.0000076,0x00,0x00
"SPI","result",0.0161971,0.0000076,0x00,0x00
"SPI","result",0.0162068,0.0000076,0x00,0x01
"SPI","result",0.0162168,0.0000076,0xB3,0x00
"SPI","result",0.0162258,0.0000076,0xEB,0x00
"SPI","result",0.0162348,0.0000076,0xF4,0x00
"SPI","result",0.0162438,0.0000076,0xD7,0x00
"SPI","result",0.0162528,0.0000076,0x17,0x00
"SPI","result",0.0162618,0.0000076,0x35,0x00
"SPI","result",0.0162708,0.0000076,0x1A,0x00
"SPI","result",0.0162798,0.0000076,0xBE,0x00
"SPI","result",0.0162888,0.0000076,0x11,0x00
"SPI","result",0.0162978,0.0000076,0x83,0x00
"SPI","result",0.0163068,0.0000076,0x24,0x00
"SPI","result",0.0163158,0.0000076,0xA3,0x00
"SPI","result",0.0163248,0.0000076,0xAC,0x00
"SPI","result",0.0163338,0.0000076,0x27,0x00
"SPI","result",0.0163428,0.0000076,0x45,0x00
"SPI","result",0.0163518,0.0000076,0xE4,0x00
"SPI","result",0.0163608,0.0000076,0x42,0x00
"SPI","result",0.0163698,0.0000076,0x39,0x00
"SPI","result",0.0163788,0.0000076,0x2B,0x00
"SPI","result",0.0163878,0.0000076,0x3D,0x00
"SPI","result",0.0163968,0.0000076,0x09,0x00
"SPI","result",0.0164058,0.0000076,0xCB,0x00
"SPI","result",0.0164148,0.0000076,0x9E,0x00
"SPI","result",0.0164238,0.0000076,0x3E,0x00
"SPI","result",0.0164328,0.0000076,0xBD,0x00
"SPI","result",0.0164418,0.0000076,0x35,0x00
"SPI","result",0.0164508,0.0000076,0x1F,0x00
"SPI","result",0.0164598,0.0000076,0xD1,0x00
"SPI","result",0.0164688,0.0000076,0xAB,0x00
"SPI","result",0.0164778,0.0000076,0x8C,0x00
"SPI","result",0.0164868,0.0000076,0x91,0x00
"SPI","result",0.0164958,0.0000076,0xE9,0x00
"SPI","result",0.0165048,0.0000076,0x27,0x00
"SPI","result",0.0165138,0.0000076,0xBB,0x00
"SPI","result",0.0165228,0.0000076,0x34,0x00
"SPI","result",0.0165318,0.0000076,0xB2,0x00
"SPI","result",0.0165408,0.0000076,0x35,0x00
"SPI","result",0.0165498,0.0000076,0x6B,0x00
"SPI","result",0.0165588,0.0000076,0x73,0x00
"SPI","result",0.0165678,0.0000076,0x5E,0x00
"SPI","result",0.0165768,0.0000076,0x0F,0x00
"SPI","result",0.0165858,0.0000076,0x2D,0x00
"SPI","result",0.0165948,0.0000076,0x9E,0x00
"SPI","result",0.0166038,0.0000076,0x08,0x00
"SPI","result",0.0166128,0.0000076,0x0C,0x00
"SPI","result",0.0166218,0.0000076,0x1F,0x00
"SPI","result",0.0166308,0.0000076,0x32,0x00
"SPI","result",0.0166398,0.0000076,0x5D,0x00
"SPI","result",0.0166488,0.0000076,0x5C,0x00
"SPI","result",0.0166578,0.0000076,0xEC,0x00
"SPI","result",0.0166668,0.0000076,0x17,0x00
"SPI","result",0.0166758,0.0000076,0xAA,0x00
"SPI","result",0.0166848,0.0000076,0x8C,0x00
"SPI","result",0.0166938,0.0000076,0x0B,0x00
"SPI","result",0.0167028,0.0000076,0x8C,0x00
"SPI","result",0.0167118,0.0000076,0x6B,0x00
"SPI","result",0.0167208,0.0000076,0x14,0x00
"SPI","result",0.0167298,0.0000076,0xDE,0x00
"SPI","result",0.0167388,0.0000076,0x08,0x00
"SPI","result",0.0167478,0.0000076,0x1B,0x00
"SPI","result",0.0167568,0.0000076,0x13,0x00
"SPI","result",0.0167658,0.0000076,0x1C,0x00
"SPI","result",0.0167748,0.0000076,0xF2,0x00
"SPI","result",0.0167838,0.0000076,0x6A,0x00
"SPI","result",0.0168073,0.0000076,0x3F,0x00
"SPI","result",0.0168163,0.0000076,0xD4,0x00
"SPI","result",0.0168253,0.0000076,0x00,0x00
"SPI","result",0.0168343,0.0000076,0x24,0x00
"SPI","result",0.0168502,0.0000076,0x00,0x00
"SPI","result",0.01686,0.0000076,0x00,0x00
"SPI","result",0.0168697,0.0000077,0x00,0x00
"SPI","result",0.0168794,0.0000076,0x00,0x00
"SPI","result",0.0168891,0.0000076,0x00,0x00
"SPI","result",0.0168988,0.0000076,0x00,0x00
"SPI","result",0.0169085,0.0000076,0x00,0x00
"SPI","result",0.0169183,0.0000076,0x00,0x00
"SPI","result",0.016928,0.0000076,0x00,0x00
"SPI","result",0.0169378,0.0000076,0x00,0x00
"SPI","result",0.0169475,0.0000076,0x00,0x00
"SPI","result",0.0169571,0.0000076,0x00,0x00
"SPI","result",0.0169669,0.0000076,0x00,0x01
"SPI","result",0.0169768,0.0000076,0xE4,0x00
"SPI","result",0.0169858,0.0000076,0x0C,0x00
"SPI","result",0.0169948,0.0000076,0xC6,0x00
"SPI","result",0.0170038,0.0000076,0xB9,0x00
"SPI","result",0.0170128,0.0000076,0x84,0x00
"SPI","result",0.0170218,0.0000076,0x1B,0x00
"SPI","result",0.0170308,0.0000076,0x9F,0x00
"SPI","result",0.0170398,0.0000076,0xB6,0x00
"SPI","result",0.0170488,0.0000076,0x7A,0x00
"SPI","result",0.0170578,0.0000076,0xBC,0x00
"SPI","result",0.0170668,0.0000076,0xFD,0x00
"SPI","result",0.0170758,0.0000076,0x06,0x00
"SPI","result",0.0170848,0.0000076,0x83,0x00
"SPI","result",0.0170938,0.0000076,0xB5,0x00
"SPI","result",0.0171028,0.0000076,0x4A,0x00
"SPI","result",0.0171118,0.0000076,0x4B,0x00
"SPI","result",0.0171208,0.0000076,0x4F,0x00
"SPI","result",0.0171298,0.0000076,0x88,0x00
"SPI","result",0.0171388,0.0000076,0x1E,0x00
"SPI","result",0.0171478,0.0000076,0xFB,0x00
"SPI","result",0.0171568,0.0000076,0x69,0x00
"SPI","result",0.0171658,0.0000076,0xF8,0x00
"SPI","result",0.0171748,0.0000076,0x87,0x00
"SPI","result",0.0171838,0.0000076,0x07,0x00
"SPI","result",0.0171928,0.0000076,0xB6,0x00
"SPI","result",0.0172018,0.0000076,0xF5,0x00
"SPI","result",0.0172108,0.0000076,0xF2,0x00
"SPI","result",0.0172198,0.0000076,0xE3,0x00
"SPI","result",0.0172288,0.0000076,0xEA,0x00
"SPI","result",0.0172378,0.0000076,0xCA,0x00
"SPI","result",0.0172468,0.0000076,0xE6,0x00
"SPI","result",0.0172558,0.0000076,0x26,0x00
"SPI","result",0.0172648,0.0000076,0x02,0x00
"SPI","result",0.0172738,0.0000076,0x30,0x00
"SPI","result",0.0172828,0.0000076,0xDC,0x00
"SPI","result",0.0172918,0.0000076,0x1B,0x00
"SPI","result",0.0173008,0.0000076,0x95,0x00
"SPI","result",0.0173098,0.0000076,0x9B,0x00
"SPI","result",0.0173188,0.0000076,0x68,0x00
"SPI","result",0.0173278,0.0000076,0x45,0x00
"SPI","result",0.0173368,0.0000076,0x81,0x00
"SPI","result",0.0173458,0.0000076,0x7C,0x00
"SPI","result",0.0173548,0.0000076,0x4C,0x00
"SPI","result",0.0173638,0.0000076,0x85,0x00
"SPI","result",0.0173728,0.0000076,0x7B,0x00
"SPI","result",0.0173818,0.0000076,0xAA,0x00
"SPI","result",0.0173908,0.0000076,0x23,0x00
"SPI","result",0.0173998,0.0000076,0x6A,0x00
"SPI","result",0.0174088,0.0000076,0x43,0x00
"SPI","result",0.0174178,0.0000076,0x30,0x00
"SPI","result",0.0174268,0.0000076,0x62,0x00
"SPI","result",0.0174358,0.0000076,0xD8,0x00
"SPI","result",0.0174448,0.0000076,0x38,0x00
"SPI","result",0.0174538,0.0000076,0xFA,0x00
"SPI","result",0.0174628,0.0000076,0x61,0x00
"SPI","result",0.0174718,0.0000076,0x02,0x00
"SPI","result",0.0174808,0.0000076,0xCA,0x00
"SPI","result",0.0174898,0.0000076,0x47,0x00
"SPI","result",0.0174988,0.0000076,0x8B,0x00
"SPI","result",0.0175078,0.0000076,0xDC,0x00
"SPI","result",0.0175168,0.0000076,0x26,0x00
"SPI","result",0.0175258,0.0000076,0x76,0x00
"SPI","result",0.0175348,0.0000076,0x84,0x00
"SPI","result",0.0175438,0.0000076,0x3F,0x00
"SPI","result",0.0175693,0.0000076,0x80,0x00
"SPI","result",0.0175783,0.0000076,0xD4,0x00
"SPI","result",0.0175873,0.0000076,0x00,0x00
"SPI","result",0.0175963,0.0000076,0x18,0x00
"SPI","result",0.0176119,0.0000076,0x00,0x00
"SPI","result",0.0176216,0.0000076,0x00,0x00
"SPI","result",0.0176313,0.0000076,0x00,0x00
"SPI","result",0.017641,0.0000076,0x00,0x00
"SPI","result",0.0176507,0.0000076,0x00,0x00
"SPI","result",0.0176604,0.0000076,0x00,0x00
"SPI","result",0.0176701,0.0000076,0x00,0x00
"SPI","result",0.0176798,0.0000076,0x00,0x00
"SPI","result",0.0176895,0.0000076,0x00,0x00
"SPI","result",0.0176992,0.0000076,0x00,0x00
"SPI","result",0.0177089,0.0000076,0x00,0x00
"SPI","result",0.0177186,0.0000076,0x00,0x00
"SPI","result",0.0177284,0.0000076,0x00,0x00
"SPI","result",0.0177381,0.0000076,0x00,0x01
"SPI","result",0.0177478,0.0000076,0x00,0x8C
"SPI","result",0.0177636,0.0000076,0x80,0x00
"SPI","result",0.0177726,0.0000076,0xD4,0x00
"SPI","result",0.0177816,0.0000076,0x00,0x00
"SPI","result",0.0177906,0.0000076,0x18,0x00
"SPI","result",0.0178062,0.0000076,0x00,0x00
"SPI","result",0.017816,0.0000076,0x00,0x00
"SPI","result",0.0178257,0.0000076,0x00,0x00
"SPI","result",0.0178354,0.0000076,0x00,0x00
"SPI","result",0.0178472,0.0000076,0x00,0x00
"SPI","result",0.0178569,0.0000076,0x00,0x00
"SPI","result",0.0178666,0.0000076,0x00,0x00
"SPI","result",0.0178764,0.0000076,0x00,0x00
"SPI","result",0.0178861,0.0000076,0x00,0x00
"SPI","result",0.0178959,0.0000076,0x00,0x00
"SPI","result",0.0179056,0.0000076,0x00,0x00
"SPI","result",0.0179153,0.0000076,0x00,0x00
"SPI","result",0.017925,0.0000076,0x00,0x00
"SPI","result",0.0179348,0.0000076,0x00,0x01
"SPI","result",0.0179445,0.0000076,0x00,0x8C
"SPI","result",0.0179606,0.0000076,0x83,0x00
"SPI","result",0.0179696,0.0000076,0xD4,0x00
"SPI","result",0.0179786,0.0000076,0x00,0x00
"SPI","result",0.0179876,0.0000076,0x18,0x00
"SPI","result",0.018306,0.0000076,0x00,0x00
"SPI","result",0.0183159,0.0000076,0x00,0x00
"SPI","result",0.0183257,0.0000076,0x00,0x00
"SPI","result",0.0183354,0.0000077,0x00,0x00
"SPI","result",0.0183451,0.0000076,0x00,0x00
"SPI","result",0.0183551,0.0000076,0x00,0x00
"SPI","result",0.0183648,0.0000076,0x00,0x00
"SPI","result",0.0183745,0.0000076,0x00,0x00
"SPI","result",0.0183842,0.0000076,0x00,0x00
"SPI","result",0.0183939,0.0000076,0x00,0x00
"SPI","result",0.0184036,0.0000076,0x00,0x01
"SPI","result",0.0184134,0.0000076,0x00,0x04
"SPI","result",0.0184224,0.0000076,0x00,0x00
"SPI","result",0.0184314,0.0000076,0x00,0x01
"SPI","result",0.0184404,0.0000076,0x00,0x8C
"SPI","result",0.0184672,0.0000076,0x14,0x00
"SPI","result",0.0184762,0.0000076,0xD4,0x00
"SPI","result",0.0184852,0.0000076,0x00,0x00
"SPI","result",0.0184942,0.0000076,0x24,0x00
"SPI","result",0.01851,0.0000076,0x00,0x00
"SPI","result",0.0185197,0.0000076,0x00,0x00
"SPI","result",0.0185295,0.0000076,0x00,0x00
"SPI","result",0.0185392,0.0000076,0x00,0x00
"SPI","result",0.018549,0.0000076,0x00,0x00
"SPI","result",0.018559,0.0000076,0x00,0x00
"SPI","result",0.0185687,0.0000076,0x00,0x00
"SPI","result",0.0185784,0.0000076,0x00,0x00
"SPI","result",0.0185881,0.0000076,0x00,0x00
"SPI","result",0.0185978,0.0000076,0x00,0x00
"SPI","result",0.0186074,0.0000076,0x00,0x00
"SPI","result",0.0186171,0.0000077,0x00,0x01
"SPI","result",0.0186273,0.0000076,0x23,0x00
"SPI","result",0.0186363,0.0000076,0x1D,0x00
"SPI","result",0.0186453,0.0000076,0x31,0x00
"SPI","result",0.0186543,0.0000076,0x24,0x00
"SPI","result",0.0186633,0.0000076,0xCC,0x00
"SPI","result",0.0186723,0.0000076,0x09,0x00
"SPI","result",0.0186813,0.0000076,0x7D,0x00
"SPI","result",0.0186903,0.0000076,0x03,0x00
"SPI","result",0.0186993,0.0000076,0xAD,0x00
"SPI","result",0.0187083,0.0000076,0x3C,0x00
"SPI","result",0.0187173,0.0000076,0x9E,0x00
"SPI","result",0.0187263,0.0000076,0xBC,0x00
"SPI","result",0.0187353,0.0000076,0x86,0x00
"SPI","result",0.0187443,0.0000076,0x2E,0x00
"SPI","result",0.0187533,0.0000076,0x29,0x00
"SPI","result",0.0187623,0.0000076,0xC1,0x00
"SPI","result",0.0187713,0.0000076,0x3E,0x00
"SPI","result",0.0187803,0.0000076,0xBF,0x00
"SPI","result",0.0187893,0.0000076,0x26,0x00
"SPI","result",0.0187983,0.0000076,0x38,0x00
"SPI","result",0.0188073,0.0000076,0x76,0x00
"SPI","result",0.0188347,0.0000076,0x80,0x00
"SPI","result",0.0188437,0.0000076,0xD4,0x00
"SPI","result",0.0188527,0.0000076,0x00,0x00
"SPI","result",0.0188617,0.0000076,0x18,0x00
"SPI","result",0.0188786,0.0000077,0x00,0x00
"SPI","result",0.0188885,0.0000076,0x00,0x00
"SPI","result",0.0188981,0.0000077,0x00,0x00
"SPI","result",0.0189079,0.0000076,0x00,0x00
"SPI","result",0.0189213,0.0000077,0x00,0x00
"SPI","result",0.0189311,0.0000076,0x00,0x00
"SPI","result",0.0189409,0.0000076,0x00,0x00
"SPI","result",0.0189507,0.0000076,0x00,0x00
"SPI","result",0.0189604,0.0000076,0x00,0x00
"SPI","result",0.0189701,0.0000076,0x00,0x00
"SPI","result",0.0189797,0.0000076,0x00,0x01
"SPI","result",0.0189895,0.0000076,0x00,0x8C
"SPI","result",0.0190053,0.0000076,0x80,0x00
"SPI","result",0.0190143,0.0000076,0xD4,0x00
"SPI","result",0.0190233,0.0000076,0x00,0x00
"SPI","result",0.0190323,0.0000076,0x18,0x00
"SPI","result",0.0190516,0.0000076,0x00,0x00
"SPI","result",0.0190613,0.0000076,0x00,0x00
"SPI","result",0.019071,0.0000076,0x00,0x00
"SPI","result",0.0190807,0.0000076,0x00,0x00
"SPI","result",0.0190903,0.0000076,0x00,0x00
"SPI","result",0.0191,0.0000076,0x00,0x00
"SPI","result",0.0191097,0.0000076,0x00,0x00
"SPI","result",0.0191194,0.0000076,0x00,0x00
"SPI","result",0.0191291,0.0000076,0x00,0x00
"SPI","result",0.0191388,0.0000076,0x00,0x00
"SPI","result",0.0191485,0.0000076,0x00,0x00
"SPI","result",0.0191582,0.0000076,0x00,0x00
"SPI","result",0.0191679,0.0000076,0x00,0x00
"SPI","result",0.0191776,0.0000076,0x00,0x01
"SPI","result",0.0191873,0.0000076,0x00,0x8C
"SPI","result",0.0192035,0.0000076,0x00,0x00
"SPI","result",0.0192125,0.0000076,0xD4,0x00
"SPI","result",0.0192215,0.0000076,0x00,0x00
"SPI","result",0.0192305,0.0000076,0x24,0x00
"SPI","result",0.0192464,0.0000076,0x00,0x00
"SPI","result",0.0192561,0.0000076,0x00,0x00
"SPI","result",0.0192658,0.0000076,0x00,0x00
"SPI","result",0.0192756,0.0000076,0x00,0x00
"SPI","result",0.0192853,0.0000076,0x00,0x00
"SPI","result",0.0192951,0.0000076,0x00,0x00
"SPI","result",0.0193048,0.0000076,0x00,0x00
"SPI","result",0.0193146,0.0000076,0x00,0x00
"SPI","result",0.0193242,0.0000076,0x00,0x00
"SPI","result",0.019334,0.0000076,0x00,0x00
"SPI","result",0.0193437,0.0000076,0x00,0x00
"SPI","result",0.0193534,0.0000076,0x00,0x00
"SPI","result",0.0193631,0.0000076,0x00,0x00
"SPI","result",0.0193728,0.0000076,0x00,0x01
"SPI","result",0.0193826,0.0000076,0x09,0x00
"SPI","result",0.0193983,0.0000077,0x80,0x00
"SPI","result",0.0194073,0.0000077,0xD4,0x00
"SPI","result",0.0194163,0.0000077,0x00,0x00
"SPI","result",0.0194253,0.0000077,0x18,0x00
"SPI","result",0.019441,0.0000076,0x00,0x00
"SPI","result",0.0194508,0.0000076,0x00,0x00
"SPI","result",0.0194605,0.0000076,0x00,0x00
"SPI","result",0.0194702,0.0000076,0x00,0x00
"SPI","result",0.0194799,0.0000076,0x00,0x00
"SPI","result",0.0194897,0.0000076,0x00,0x00
"SPI","result",0.0194994,0.0000076,0x00,0x00
"SPI","result",0.0195091,0.0000076,0x00,0x00
"SPI","result",0.0195188,0.0000076,0x00,0x00
"SPI","result",0.0195285,0.0000076,0x00,0x00
"SPI","result",0.0195382,0.0000076,0x00,0x01
"SPI","result",0.0195479,0.0000077,0x00,0x84
"SPI","result",0.0195638,0.0000076,0x80,0x00
"SPI","result",0.0195728,0.0000076,0xD4,0x00
"SPI","result",0.0195818,0.0000076,0x00,0x00
"SPI","result",0.0195908,0.0000076,0x18,0x00
"SPI","result",0.0196061,0.0000076,0x00,0x00
"SPI","result",0.0196159,0.0000076,0x00,0x00
"SPI","result",0.0196256,0.0000076,0x00,0x00
"SPI","result",0.0196353,0.0000076,0x00,0x00
"SPI","result",0.019645,0.0000076,0x00,0x00
"SPI","result",0.0196547,0.0000076,0x00,0x00
"SPI","result",0.0196644,0.0000076,0x00,0x00
"SPI","result",0.0196741,0.0000076,0x00,0x00
"SPI","result",0.0196838,0.0000076,0x00,0x00
"SPI","result",0.0196935,0.0000076,0x00,0x00
"SPI","result",0.0197032,0.0000076,0x00,0x00
"SPI","result",0.0197129,0.0000076,0x00,0x00
"SPI","result",0.0197226,0.0000076,0x00,0x00
"SPI","result",0.0197323,0.0000076,0x00,0x01
"SPI","result",0.019742,0.0000076,0x00,0x84
"SPI","result",0.019758,0.0000076,0x00,0x00
"SPI","result",0.019767,0.0000076,0xD4,0x00
"SPI","result",0.019776,0.0000076,0x00,0x00
"SPI","result",0.019785,0.0000076,0x18,0x00
"SPI","result",0.0198002,0.0000076,0x00,0x00
"SPI","result",0.0198099,0.0000076,0x00,0x00
"SPI","result",0.0198196,0.0000076,0x00,0x00
"SPI","result",0.0198293,0.0000076,0x00,0x00
"SPI","result",0.019839,0.0000076,0x00,0x00
"SPI","result",0.0198487,0.0000077,0x00,0x00
"SPI","result",0.0198584,0.0000077,0x00,0x00
"SPI","result",0.0198681,0.0000076,0x00,0x00
"SPI","result",0.0198779,0.0000076,0x00,0x00
"SPI","result",0.0198875,0.0000076,0x00,0x00
"SPI","result",0.0198972,0.0000076,0x00,0x01
"SPI","result",0.019907,0.0000076,0x20,0x00
"SPI","result",0.0199378,0.0000076,0x80,0x00
"SPI","result",0.0199468,0.0000076,0xD4,0x00
"SPI","result",0.0199558,0.0000076,0x00,0x00
"SPI","result",0.0199648,0.0000076,0x18,0x00
"SPI","result",0.0199808,0.0000076,0x00,0x00
"SPI","result",0.0199906,0.0000076,0x00,0x00
"SPI","result",0.0200004,0.0000076,0x00,0x00
"SPI","result",0.0200101,0.0000076,0x00,0x00
"SPI","result",0.0200199,0.0000076,0x00,0x00
"SPI","result",0.0200296,0.0000076,0x00,0x00
"SPI","result",0.0200393,0.0000076,0x00,0x00
"SPI","result",0.020049,0.0000076,0x00,0x00
"SPI","result",0.0200587,0.0000076,0x00,0x00
"SPI","result",0.0200684,0.0000076,0x00,0x00
"SPI","result",0.0200781,0.0000076,0x00,0x00
"SPI","result",0.0200878,0.0000076,0x00,0x00
"SPI","result",0.0200976,0.0000076,0x00,0x01
"SPI","result",0.0201073,0.0000076,0x00,0x84
"SPI","result",0.0211295,0.0000076,0x80,0x00
"SPI","result",0.0211385,0.0000076,0xD4,0x00
"SPI","result",0.0211475,0.0000076,0x00,0x00
"SPI","result",0.0211565,0.0000076,0x18,0x00
"SPI","result",0.0211735,0.0000076,0x00,0x00
"SPI","result",0.0211834,0.0000076,0x00,0x00
"SPI","result",0.0211931,0.0000076,0x00,0x00
"SPI","result",0.0212031,0.0000076,0x00,0x00
"SPI","result",0.021213,0.0000076,0x00,0x00
"SPI","result",0.0212228,0.0000076,0x00,0x00
"SPI","result",0.0212325,0.0000076,0x00,0x00
"SPI","result",0.0212422,0.0000076,0x00,0x00
"SPI","result",0.0212519,0.0000076,0x00,0x00
"SPI","result",0.0212616,0.0000076,0x00,0x00
"SPI","result",0.0212713,0.0000076,0x00,0x00
"SPI","result",0.021281,0.0000076,0x00,0x00
"SPI","result",0.0212907,0.0000076,0x00,0x00
"SPI","result",0.0213004,0.0000076,0x00,0x01
"SPI","result",0.0213101,0.0000076,0x00,0x94
"SPI","result",0.0213269,0.0000076,0x80,0x00
"SPI","result",0.0213359,0.0000076,0xD4,0x00
"SPI","result",0.0213449,0.0000076,0x00,0x00
"SPI","result",0.0213539,0.0000076,0x18,0x00
"SPI","result",0.0213691,0.0000076,0x00,0x00
"SPI","result",0.0213789,0.0000076,0x00,0x00
"SPI","result",0.0213887,0.0000076,0x00,0x00
"SPI","result",0.0213985,0.0000076,0x00,0x00
"SPI","result",0.0214082,0.0000076,0x00,0x00
"SPI","result",0.021418,0.0000076,0x00,0x00
"SPI","result",0.0214277,0.0000076,0x00,0x00
"SPI","result",0.0214374,0.0000076,0x00,0x00
"SPI","result",0.0214471,0.0000076,0x00,0x00
"SPI","result",0.0214568,0.0000076,0x00,0x00
"SPI","result",0.0214665,0.0000076,0x00,0x00
"SPI","result",0.0214762,0.0000076,0x00,0x00
"SPI","result",0.0214859,0.0000076,0x00,0x00
"SPI","result",0.0214956,0.0000076,0x00,0x00
"SPI","result",0.0215053,0.0000076,0x00,0x01
"SPI","result",0.021515,0.0000076,0x00,0x94
"SPI","result",0.0215317,0.0000076,0x83,0x00
"SPI","result",0.0215407,0.0000076,0xD4,0x00
"SPI","result",0.0215497,0.0000076,0x00,0x00
"SPI","result",0.0215587,0.0000076,0x18,0x00
"SPI","result",0.0215744,0.0000077,0x00,0x00
"SPI","result",0.0215842,0.0000076,0x00,0x00
"SPI","result",0.021594,0.0000076,0x00,0x00
"SPI","result",0.0216037,0.0000076,0x00,0x00
"SPI","result",0.0216134,0.0000076,0x00,0x00
"SPI","result",0.0216232,0.0000076,0x00,0x00
"SPI","result",0.0216329,0.0000076,0x00,0x00
"SPI","result",0.0216429,0.0000076,0x00,0x00
"SPI","result",0.0216526,0.0000076,0x00,0x00
"SPI","result",0.0216624,0.0000076,0x00,0x00
"SPI","result",0.0216721,0.0000077,0x00,0x00
"SPI","result",0.0216819,0.0000076,0x00,0x00
"SPI","result",0.0216916,0.0000076,0x00,0x00
"SPI","result",0.0217013,0.0000076,0x00,0x01
"SPI","result",0.0217111,0.0000076,0x00,0x04
"SPI","result",0.0217201,0.0000076,0x00,0x00
"SPI","result",0.0217291,0.0000076,0x00,0x01
"SPI","result",0.0217381,0.0000076,0x00,0x94
"SPI","result",0.0217593,0.0000076,0x89,0x00
"SPI","result",0.0217683,0.0000076,0xD4,0x00
"SPI","result",0.0217773,0.0000076,0x00,0x00
"SPI","result",0.0217863,0.0000076,0x24,0x00
"SPI","result",0.0218013,0.0000076,0x00,0x00
"SPI","result",0.0218111,0.0000076,0x00,0x00
"SPI","result",0.0218209,0.0000076,0x00,0x00
"SPI","result",0.0218307,0.0000076,0x00,0x00
"SPI","result",0.0218404,0.0000076,0x00,0x00
"SPI","result",0.0218501,0.0000076,0x00,0x00
"SPI","result",0.0218598,0.0000077,0x00,0x00
"SPI","result",0.0218696,0.0000076,0x00,0x00
"SPI","result",0.0218793,0.0000076,0x00,0x00
"SPI","result",0.021889,0.0000076,0x00,0x00
"SPI","result",0.0218987,0.0000076,0x00,0x00
"SPI","result",0.0219084,0.0000077,0x00,0x01
"SPI","result",0.0219182,0.0000076,0x00,0x80
"SPI","result",0.0219272,0.0000076,0x00,0x01
"SPI","result",0.0219362,0.0000076,0x00,0x00
"SPI","result",0.0219452,0.0000076,0x00,0x00
"SPI","result",0.0219542,0.0000076,0x00,0x00
"SPI","result",0.0219632,0.0000076,0x00,0x0A
"SPI","result",0.0219722,0.0000076,0x00,0x00
"SPI","result",0.0219812,0.0000076,0x00,0x00
"SPI","result",0.0219902,0.0000076,0x00,0x01
"SPI","result",0.0219992,0.0000076,0x00,0xC4
"SPI","result",0.0220214,0.0000076,0x80,0x00
"SPI","result",0.0220304,0.0000076,0xD4,0x00
